web-scraper-order,web-scraper-start-url,empresas,empresas-href,name,description,site,site-href,logo-src
"1534192135-188","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=g","Grupo Saraiva

0 avaliações

0 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-saraiva","Grupo Saraiva","null","null","",""
"1534192152-192","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=g","4.1






Grupo Graber

83 avaliações

196 salários","https://www.lovemondays.com.br/trabalhar-na-graber","Grupo Graber","Descrição:O Grupo Graber é composto por 5 unidades: segurança, serviços, rastreamento, Clube de Segurança e Visel Segurança. A Graber atua em âmbito nacional, com foco nos seguintes estados: Bahia, Ceará, Distrito Federal, Espirito Santo, Goiás, Maranhão, Minas Gerais, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte , São Paulo e Sergipe.","http://www.graber.com.br/","http://www.graber.com.br/","https://thumb.lovemondays.com.br/f5S2wctXqosvH1eDWE2lAEg-b8A=/68x68/https://media.lovemondays.com.br/logos/a90600/graber-original.jpg"
"1534192235-208","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=g","3.6






GRSA

238 avaliações

512 salários","https://www.lovemondays.com.br/trabalhar-na-grsa","GRSA","Descrição:Há 36 anos no mercado, a GR do Brasil Administradora de Alimentos é uma empresa que oferece serviços de alimentação para empresas, centros de edução, varejo e saúde, fornecendo mais de 1,5 milhão de refeições por dia em todo o Brasil, sendo uma referência no mercado. Planeja cardápoios e logística para atender mais de dois mil clientes em todo o território nacional.","http://www.grsa.com.br/","http://www.grsa.com.br/","https://thumb.lovemondays.com.br/K6bdr6hspkOTyXw-WR0uVXXPZxU=/68x68/https://media.lovemondays.com.br/logos/6d016d/grsa-original.png"
"1534192143-190","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=g","3.6






Grupo Garantia Real (GR)

46 avaliações

141 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-garantia-real-gr","Grupo Garantia Real (GR)","Descrição:O Grupo GR atua há mais de 23 anos com excelência no mercado de Segurança e Serviços.","http://grupogr.com.br/pt","http://grupogr.com.br/pt","https://thumb.lovemondays.com.br/e-Zp7GJ44omPv8s9iVGvMQv99Sc=/68x68/https://media.lovemondays.com.br/logos/8385a0/grupo-garantia-real-gr-original.png"
"1534192205-202","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=g","3.7






Grupo Fleury

515 avaliações

998 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-fleury","Grupo Fleury","Descrição:O Fleury conta com 23 unidades de atendimento em São Paulo (SP), Santo André (SP), São Bernardo do Campo (SP), Barueri (SP), Campinas (SP), Jundiaí (SP), Rio de Janeiro (RJ) e Brasília (DF) oferecendo o serviço de exames de análises clínicas, monitoração ambulatorial, electrocardiogramas e ultrassonografias, por exemplo. A empresa oferece, no total, 3.500 diferentes testes em 37 áreas da medicina. Como diferencial, o Fleury se destaca por oferecer aos pacientes a possibilidade de retirar seus exames pela internet, sem precisar sair de casa","http://www.fleury.com.br/","http://www.fleury.com.br/","https://thumb.lovemondays.com.br/K-UrT5nUDGNLAQiMKdjaHzwwVeM=/68x68/https://media.lovemondays.com.br/logos/a71ce4/grupo-fleury-1-original.png"
"1534192267-212","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=g","3.5






Grupo Pão de Açúcar (GPA) - Corporativo

523 avaliações

1264 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-pao-de-acucar-gpa-corporativo","Grupo Pão de Açúcar (GPA) - Corporativo","Descrição:O GPA é uma empresa do Grupo Casino, um dos líderes mundiais no varejo de alimentos. Maior empresa de varejo da América Latina, com 1.992 pontos de venda, é o maior empregador privado do Brasil, com mais de 154 mil colaboradores. Para atender aos diferentes perfis de consumidores nos mais variados momentos de compra, o GPA mantém uma atuação multinegócio e multicanal, com lojas físicas e operações de comércio eletrônico, atuando por meio de uma estrutura formada por cinco unidades de negócios: Multivarejo, Via Varejo, CNova, Assaí Atacadista e GPA Malls.","Multivarejo (Pão de Açúcar, Extra)","https://www.lovemondays.com.br/trabalhar-na-multivarejo-pao-de-acucar-extra","https://thumb.lovemondays.com.br/fODXCyJftBZzYJR_YutW3C1TfzY=/68x68/https://media.lovemondays.com.br/logos/41b47c/grupo-pao-de-acucar-gpa-corporativo-original.png"
"1534192218-205","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=g","3.4






GetNet

213 avaliações

409 salários","https://www.lovemondays.com.br/trabalhar-na-getnet","GetNet","Descrição:A GetNet é a maior empresa da América Latina especializada no desenvolvimento e gestão de soluções em tecnologia e serviços para negócios com transações eletrônicas. Fundada em 2003, é uma empresa brasileira com sedes administrativas nas cidades de Campo Bom, Porto Alegre e São Paulo, e 6 escritórios regionais nas cidades de Porto Alegre, São Paulo, Rio de Janeiro, Recife, Brasília e Belém. O pioneirismo e inovação fazem parte do DNA GetNet, que sempre a frente no Mercado, entrega soluções completas para rentabilizar os negócios de seus clientes e parceiros.","https://www.getnet.com.br","https://www.getnet.com.br/","https://thumb.lovemondays.com.br/UvQUR2biYK9Hh1RA3oaXpHOWalk=/68x68/https://media.lovemondays.com.br/logos/1fcc29/getnet-original.png"
"1534192210-203","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=g","4.2






Grupo Petrópolis

618 avaliações

1113 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-petropolis","Grupo Petrópolis","Descrição:Fundado na cidade de Petrópolis, região serrana do Rio de Janeiro, o Grupo Petrópolis é atualmente a segunda maior cervejaria do Brasil e a única grande empresa com capital 100% nacional do setor. Produz cervejas, bebidas alcoólicas e não alcoólicas, que primam pela qualidade e identificadas com o gosto do consumidor brasileiro. Atualmente o Grupo Petrópolis está presente em mais de 20 estados através de 5 fábricas e também de centros de distribuição, estrategicamente instalados em pontos-chave do território nacional (Petrópolis/RJ, Teresópolis/RJ, Boituva/SP, Rondonópolis/MT e Alagoinhas/BA).","http://www.grupopetropolis.com.br/","http://www.grupopetropolis.com.br/","https://thumb.lovemondays.com.br/JRplVgVLHRfZV9QAIP0DkQKihB8=/68x68/https://media.lovemondays.com.br/logos/d0db2b/grupo-petropolis-original.png"
"1534192214-204","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=g","3.4






Gafisa

179 avaliações

310 salários","https://www.lovemondays.com.br/trabalhar-na-gafisa","Gafisa","Descrição:A Gafisa é uma empresa nacional do mercado de construção com foco no mercado residencial, focado em apartamentos de médio e alto padrão. Atualmente, está presente em 40 cidades de 19 estados brasileiros, com mais de 1.000 empreendimentos entregues, totalizando 14 milhões de metros quadrados construídos. Além disso, a companhia que nasceu em 1954 e tem sede em São Paulo, possui 4.500 funcionários.","http://www.gafisa.com.br/","http://www.gafisa.com.br/","https://thumb.lovemondays.com.br/uNCTqY6M21D0o6gH2L5xfNV6qTc=/68x68/https://media.lovemondays.com.br/logos/62d899/gafisa-original.jpg"
"1534192148-191","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=g","3.3






Grupo Bimbo

224 avaliações

462 salários","https://www.lovemondays.com.br/trabalhar-na-grupo-bimbo","Grupo Bimbo","Descrição:Fundada em 1945 no México, o Grupo Bimbo é a maior empresa de panificação do mundo e líder nas Américas, com receitas de US $ 10,712 bilhões em 2011. Com 156 plantas em 19 países da América, Ásia e Europa, tem mais 127.000 funcionários e uma carteira de mais de 103 marcas e mais de 8000 produtos. Desde 1980, o Grupo Bimbo é uma empresa pública listada na bolsa de valores no México e é formado por seis organizações e empresas, que operam as empresas na indústria de panificação e alimentos em geral. É a maior empresa de alimentos no México e líder indiscutível do pão no país, como em muitos países da América Latina. Por meio de suas principais subsidiárias, Bimbo Grupo desenvolve, distribui e comercializa mais de 8.000 produtos, entre os quais uma grande variedade de pães, bolos tipo caseiro, biscoitos, doces, chocolates, doces e batatas salgados, tortilhas de milho e farinha de trigo, torradas, e ""caramelo"" (doce de leite).","https://bimbo.com/pt","https://bimbo.com/pt","https://thumb.lovemondays.com.br/aBhvjkkb6cqE-TitT4yRQO4pUpE=/68x68/https://thumb.lovemondays.com.br/image/3acc0928d9784862939595586e989ac3/logos/616482/grupo-bimbo.PNG"
