web-scraper-order,web-scraper-start-url,empresas,empresas-href,name,description,site,site-href,logo-src
"1534196342-705","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=x","n/d






Café XXI

0 avaliações

15 salários","https://www.lovemondays.com.br/trabalhar-na-cafe-xxi","Café XXI","null","null","",""
"1534196360-710","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=x","3.6






XCMG Brasil

15 avaliações

44 salários","https://www.lovemondays.com.br/trabalhar-na-xcmg-brasil","XCMG Brasil","Descrição:SERVIÇOS A EMPRESAS","http://www.xcmgbrasil.com.br/","http://www.xcmgbrasil.com.br/",""
"1534196296-693","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=x","n/d






Supermercados Xande

2 avaliações

10 salários","https://www.lovemondays.com.br/trabalhar-na-xande","Supermercados Xande","Site
http://www.xandenet.com.br/","http://www.xandenet.com.br/","http://www.xandenet.com.br/",""
"1534196386-716","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=x","X-Apps

0 avaliações

0 salários","https://www.lovemondays.com.br/trabalhar-na-x-apps","X-Apps","null","null","",""
"1534196401-720","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=x","3.7






Xerox do Brasil

158 avaliações

197 salários","https://www.lovemondays.com.br/trabalhar-na-xerox-do-brasil","Xerox do Brasil","Descrição:No mercado desde 1965, a Xerox do Brasil é líder em tecnologia para gestão de documentos e processos de negócios. Entre seus produtos, estão impressoras, scanners, multifuncionais de tecnologia laser, equipamentos digitais de impressão. No país, emprega mais de 3 mil funcionários. A empresa ainda está presente em 180 países ao redor do globo e com 140 mil funcionários.","http://www.xerox.com","http://www.xerox.com/","https://thumb.lovemondays.com.br/0KEe1hwyk1pZuHheeSGJddc2ej8=/68x68/https://media.lovemondays.com.br/logos/24a46e/xerox-do-brasil-1-original.gif"
"1534196331-702","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=x","n/d






XYZ

0 avaliações

19 salários","https://www.lovemondays.com.br/trabalhar-na-xyz","XYZ","Site
https://www.youarexyz.com/","https://www.youarexyz.com/","https://www.youarexyz.com/",""
"1534196307-696","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=x","2.5






Nascentes do Xingu

5 avaliações

11 salários","https://www.lovemondays.com.br/trabalhar-na-nascentes-do-xingu","Nascentes do Xingu","Site
http://www.nascentesdoxingu.com.br/","http://www.nascentesdoxingu.com.br/","http://www.nascentesdoxingu.com.br/",""
"1534196370-712","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=x","2.8






Fundação São Francisco Xavier

18 avaliações

51 salários","https://www.lovemondays.com.br/trabalhar-na-fsfx","Fundação São Francisco Xavier","Site
http://www.fsfx.com.br/","http://www.fsfx.com.br/","http://www.fsfx.com.br/",""
"1534196311-697","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=x","3.2






X Supermercados

7 avaliações

12 salários","https://www.lovemondays.com.br/trabalhar-na-x-supermercados","X Supermercados","Site
http://www.xsupermercados.com.br","http://www.xsupermercados.com.br","http://www.xsupermercados.com.br/",""
"1534196357-709","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=x","3.0






XYZ Live

3 avaliações

23 salários","https://www.lovemondays.com.br/trabalhar-na-xyz-live","XYZ Live","Site
http://www.xyzlive.com.br","http://www.xyzlive.com.br","http://www.xyzlive.com.br/",""
