web-scraper-order,web-scraper-start-url,empresas,empresas-href,name,description,site,site-href,logo-src
"1534193115-332","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.6






Brasil Kirin

479 avaliações

927 salários","https://www.lovemondays.com.br/trabalhar-na-brasil-kirin","Brasil Kirin","Descrição: A Brasil Kirin é uma empresa de bebidas integrante de um grupo global com mais de 46 mil funcionários no mundo, e presente em mais de 15 países. Subsidiária da Kirin Holdings Company, a Brasil Kirin tem suas marcas distribuídas por 15 centros de distribuição próprios e mais de 190 revendas para atender cerca de 600 mil pontos de vendas em todo o Brasil. Com um vasto portfólio de produtos, entre cervejas, refrigerantes, bebidas mistas, sucos e águas, a empresa possui 13 unidades fabris em 11 estados do país e tem uma capacidade de produção de 5,5 bilhões de litros por ano. No mercado de cervejas no Brasil, a empresa concorre com a AmBev, o Grupo Petrópolis, a FEMSA/Heineken, além de outras microcervejarias brasileiras.","http://www.brasilkirin.com.br/","http://www.brasilkirin.com.br/","https://thumb.lovemondays.com.br/g3ZK-1Tn1wn1j6vxaQbUKEthCtM=/68x68/https://media.lovemondays.com.br/logos/1ded8c/brasil-kirin-original.png"
"1534193127-335","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.5






KPMG

876 avaliações

1779 salários","https://www.lovemondays.com.br/trabalhar-na-kpmg","KPMG","Descrição: KPMG é uma das empresas líderes na prestação de serviços profissionais, que incluem auditoria, impostos e consultoria de gestão e estratégica, assessoria financeira e em processos de fusões & aquisições, restruturações, serviços contábeis e terceirização. Dentro da faixa de Auditoria, a KPMG é integrante do grupo Big Four - quatro maiores empresas internacionais do setor: as outras são a Deloitte a PricewaterhouseCoopers e a Ernst & Young. Atuando no Brasil como firma de Auditoria Independente ou Auditoria externa e com forte influência na área contábil e de Demonstrações financeiras, na última década, a KPMG, assim como suas concorrentes, tem diversificado suas áreas de atuação, voltando-se também para a Consultoria em diversos segmentos.","http://www.kpmg.com","http://www.kpmg.com/","https://thumb.lovemondays.com.br/DsLoB24voAj4Zi33LUTjUHaS6yE=/68x68/https://media.lovemondays.com.br/logos/419237/kpmg-original.jpg"
"1534193103-329","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.6






Mary Kay do Brasil

682 avaliações

677 salários","https://www.lovemondays.com.br/trabalhar-na-mary-kay-do-brasil","Mary Kay do Brasil","Descrição: Mary Kay é uma empresa americana de venda direta de cosméticos, fundada em 1963 em Dallas, Texas (EUA), por Mary Kay Ash. Atualmente, a empresa está presente em mais de 35 países, sendo considerada uma das maiores empresas de cosméticos do mundo. No Brasil, a empresa chegou em 1998 e atualmente figura entre os grandes players do setor. O grande diferencial da Mary Kay é oferecer às suas Consultoras de Beleza Independentes um plano de desenvolvimento profissional estruturado, que possibilita que cada uma dessas mulheres seja dona de seu próprio negócio e responsável pelo seu desenvolvimento profissional e financeiro. A empresa possui programas de incentivo, que incluem materiais educacionais, bonificações, prêmios em jóias, viagens internacionais e até o direito de uso de um carro cor-de-rosa, ícone da marca no mundo inteiro.","http://www.marykay.com.br/","http://www.marykay.com.br/","https://thumb.lovemondays.com.br/YWO_TD6pnj221MhzoGAzATN5ceo=/68x68/https://media.lovemondays.com.br/logos/ee9acd/mary-kay-do-brasil-original.png"
"1534193095-327","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.4






Kumon

84 avaliações

145 salários","https://www.lovemondays.com.br/trabalhar-na-kumon","Kumon","Descrição: Kumon é um método de ensino que visa desenvolver o autodidatismo nos alunos de forma individualizada por intermédio das disciplinas de matemática, português, japonês e inglês. A palavra designa além do nome do fundador o método de estudo que comercializa.","http://www.kumon.com.br/","http://www.kumon.com.br/","https://thumb.lovemondays.com.br/vw5foUxHuA6QSdtANKL-qbOzP1o=/68x68/https://media.lovemondays.com.br/logos/fdae9f/kumon-original.gif"
"1534193107-330","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.2






Kalunga

116 avaliações

265 salários","https://www.lovemondays.com.br/trabalhar-na-kalunga","Kalunga","Descrição: Com a missão de acompanhar a evolução da educação e dos escritórios do País, desde a sua fundação, a Kalunga oferece mais de 11 mil itens dos principais fabricantes nacionais e internacionais. Desde cadernos ou lápis até os mais modernos softwares e hardwares para equipar o escritório, seja do profissional liberal prestador de serviços, seja do executivo das grandes corporações. Entre os principais fornecedores da Kalunga, destacam-se Bic, Faber-Castell, International Paper, Pimaco, Pentel, Pilot, Henkel, Vulcan, 3M, VCP, Klabin, Plastpark, Adelbras, Acrilex, Gillette, Dello, Cromus, Molin, Tramontina, Pincéis Tigre, todos do setor papeleiro ou de materiais para escritório. No segmento de informática, estão Microsoft, HP, Epson, Oki, Lexmark, Canon Elgin, Samsung, LG, Symantec, McAfee, System, Panasonic, Kodak, e outras.","http://www.kalunga.com.br","http://www.kalunga.com.br/","https://thumb.lovemondays.com.br/sOdXArdoYU_M7Z_iCcNWAC-buxI=/68x68/https://media.lovemondays.com.br/logos/404061/kalunga-original.jpg"
"1534193040-315","https://www.lovemondays.com.br/pesquisa/empresa/pagina/3?external_job_city_id=&external_job_city_name=&q=k","2.9






Khelf

32 avaliações

49 salários","https://www.lovemondays.com.br/trabalhar-na-khelf-moda-masculina","Khelf","Descrição: A Khelf é uma empresa familiar, fundada em 1984. No início, era uma multimarcas localizada no Shopping Center Norte – São Paulo. Com o passar dos anos, surgiu a necessidade de se criar algo para os clientes – e não apenas revender as outras marcas. Passou-se então a se desenvolver as peças, sendo que com o tempo, 100% das peças vendidas na Khelf eram da própria marca.","http://www.khelf.com.br","http://www.khelf.com.br/","https://thumb.lovemondays.com.br/mPMSfO58TYmEXG24ufYHcbl1xMw=/68x68/https://media.lovemondays.com.br/logos/a79ef9/khelf-moda-masculina-original.jpg"
"1534193123-334","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","4.2






Klabin

259 avaliações

566 salários","https://www.lovemondays.com.br/trabalhar-na-klabin","Klabin","Descrição: A Klabin foi fundada em 1899 e é, atualmente, a maior produtora e exportadora de papéis do Brasil. Em sua linha de produção estão papéis, cartões para embalagens, embalagens de papelão, sacos industriais e madeira em toras. Exporta sua produção para mais de 70 países ao redor do mundo e possui 15 fábricas no Brasil e uma na Argentina, com 14 mil colaboradores diretos e indiretos. Se destaca também pela questão ambiental, com mais de 240 mil hectares plantados com pinus e eucaliptos, além de outros 213 mil hectares preservados.","http://www.klabin.com.br/","http://www.klabin.com.br/","https://thumb.lovemondays.com.br/OHIVRZTjE7Z0VowO5hVHxfsoaY8=/68x68/https://media.lovemondays.com.br/logos/1a1cd6/klabin-original.png"
"1534193077-323","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=k","3.4






Kantar IBOPE Media

105 avaliações

222 salários","https://www.lovemondays.com.br/trabalhar-na-kantar-ibope-media","Kantar IBOPE Media","Descrição: A Kantar IBOPE Media é líder no mercado de pesquisa de mídia na América Latina e, após a aquisição em 2015, faz parte da Kantar Media, líder global em inteligência, fornecendo aos clientes informações importantes para a tomada de decisões sobre todos os aspectos da medição, monitoramento e planejamento de mídia.","https://www.kantaribopemedia.com/","https://www.kantaribopemedia.com/","https://thumb.lovemondays.com.br/qJMa9tZDbELwmMjBvaSkkCANUeg=/68x68/https://thumb.lovemondays.com.br/image/d8b5bf28d69d40d68b0533ca32da8262/logos/e7b230/kantar-ibope-media-2.jpg"
"1534193065-321","https://www.lovemondays.com.br/pesquisa/empresa/pagina/2?external_job_city_id=&external_job_city_name=&q=k","3.7






Kinoplex

28 avaliações

83 salários","https://www.lovemondays.com.br/trabalhar-na-kinoplex","Kinoplex","Descrição: O Kinoplex é a maior rede de cinemas 100% brasileira, com quase 100 anos trazendo a magia do cinema para o nosso país. São mais de 230 salas, em 15 cidades do Brasil.","http://www.kinoplex.com.br/","http://www.kinoplex.com.br/","https://thumb.lovemondays.com.br/5Bq_-Szm6Y5M4wZ7rDfsFHrE6nY=/68x68/https://media.lovemondays.com.br/logos/29cc85/kinoplex-original.gif"
"1534193111-331","https://www.lovemondays.com.br/pesquisa/empresa/pagina/1?external_job_city_id=&external_job_city_name=&q=k","3.3






Kroton Educacional

313 avaliações

779 salários","https://www.lovemondays.com.br/trabalhar-na-kroton-educacional","Kroton Educacional","Descrição: A Kroton é uma das maiores organizações educacionais privadas, com fins lucrativos, do Brasil, com atuação no setor educacional brasileiro há mais de 45 anos, tendo início em 1966. A Companhia tem um modelo de negócio abrangente e diferenciado que atende vários segmentos educacionais desde o maternal até o mestrado. No Ensino Superior, são oferecidos cursos de Graduação e de Pós-graduação nos formatos Presencial e a Distância. Na Educação Básica são fornecidos às Escolas Associadas os sistemas de ensino, que compreendem material didático, serviços de treinamento, avaliação e tecnologia educacional, suportados por um robusto modelo pedagógico eficiente. A Kroton tem uma presença nacional, localizados em 10 Estados do Brasil e em 39 municípios, além de 447 polos ativos de graduação de EaD. São 411 mil alunos no Ensino Superior, nas modalidades de Ensino Presencial e a Distância. Além disso, atende cerca de 289 mil alunos na Educação Básica divididos entre o setor privado, com 810 escolas associadas em todos os estados do Brasil, e o setor público, com atuação em três cidades através do Projecta.","http://www.kroton.com.br/","http://www.kroton.com.br/","https://thumb.lovemondays.com.br/oA3F5VbTHJS64M3jX9o3gUZuCQ8=/68x68/https://thumb.lovemondays.com.br/image/db7838f5a3154893a480accb5b2a9f8a/logos/fe99ba/kroton-educacional.png"
